,embeddings
598,"[-0.35311267 -0.16150284  1.3352917  -0.9941651  -1.3817959  -0.29242525
 -0.08499622  1.59847    -0.6886858   1.0229218 ]"
599,"[-0.2266808  -0.16646923  0.9838154  -1.1660038  -1.3016918  -0.42560148
  0.19409902  1.2991638  -0.7496266   1.5589954 ]"
600,"[-0.17586058 -0.16560726  0.8621219  -1.1896108  -1.3376193  -0.04065736
  0.22528604  1.0765723  -0.9510922   1.6964679 ]"
601,"[-0.31180033  0.3598645  -1.0467001  -0.3187754   1.9509665  -0.3538315
 -0.13867724 -1.0108086   1.4897277  -0.6199657 ]"
602,"[-0.34232196 -0.15499559  1.2249726  -1.0441757  -1.1820103  -0.8174717
  0.07833854  1.623266   -0.52124894  1.1356467 ]"
603,"[-0.17060798 -0.158521    0.9901543  -1.0903454  -1.5179753   0.37198532
  0.03337598  1.0003575  -0.99123406  1.5328107 ]"
604,"[-0.30686602  0.37993553 -1.03059    -0.36703354  2.2211795  -0.24493068
 -0.13500835 -1.0031496   1.0882655  -0.601802  ]"
605,"[-0.29815188 -0.1583927   1.1556144  -1.1438378  -1.3842773  -0.40727234
  0.02571186  1.5257545  -0.55116683  1.236018  ]"
606,"[-0.22884198 -0.17166579  1.0364419  -1.1199577  -1.261735   -0.41789058
  0.18865384  1.3393701  -0.8636108   1.4992366 ]"
607,"[-0.5925533  -0.32150584  1.2895646  -0.66588014 -0.6828321  -0.8710584
 -0.36873272  2.124158    0.57460004 -0.48575976]"
608,"[-0.24052611 -0.16878355  0.8870446  -1.1091388  -1.3846384   0.05190606
  0.13841891  1.0029441  -0.93270564  1.755479  ]"
609,"[-0.22495574 -0.17194043  1.0153445  -1.1191665  -1.2882032  -0.3211819
  0.17821534  1.2459321  -0.8928158   1.578772  ]"
610,"[-0.26355717 -0.17157112  1.0368384  -1.0863271  -1.2192849  -0.6260335
  0.19451211  1.4202632  -0.75072414  1.4658849 ]"
611,"[ 0.23646498  0.60710657 -1.0507268   0.62863624  1.6391481  -0.84139067
  0.6354858  -1.1918392   0.57341063 -1.2362959 ]"
612,"[-0.22553097  0.468556   -0.9412674  -0.3938049   0.8157968  -0.31735915
 -0.17971343 -0.94515616  2.3625827  -0.64410347]"
613,"[-0.20309912 -0.17142011  1.0499482  -1.1366645  -1.3137175  -0.20294939
  0.1759144   1.2325877  -0.95134133  1.5207425 ]"
614,"[-0.26164103 -0.17240435  1.0120189  -1.1156011  -1.2937214  -0.37506527
  0.16522783  1.3071396  -0.81901133  1.5530584 ]"
615,"[-0.3271109  -0.16215372  1.1946856  -1.0505452  -1.3433442  -0.2991315
  0.02188334  1.3110347  -0.79251057  1.4471934 ]"
616,"[-0.21230194 -0.16068949  0.85309887 -1.2023154  -1.3218697  -0.53834915
  0.2231829   1.2493176  -0.5612875   1.6712148 ]"
617,"[-0.30366382 -0.16460319  1.2151444  -1.0643997  -1.2654082  -0.4974849
  0.0732504   1.5331104  -0.7514734   1.2255274 ]"
618,"[-0.31887147  0.38376468 -1.0596418  -0.3701169   2.1245944  -0.264578
 -0.13590313 -1.0195986   1.2332904  -0.5729395 ]"
619,"[-0.25680402 -0.16398795  0.9771093  -1.1589297  -1.3203858  -0.36424044
  0.1545172   1.383067   -0.7466604   1.4963146 ]"
620,"[-0.41625565 -0.33948    -0.07350202  2.7985742  -0.11990659 -0.5409196
 -0.36105943 -0.02596157 -0.3849713  -0.53651804]"
621,"[-0.32872388 -0.16586186  1.3323854  -0.977578   -1.4206845  -0.15579987
 -0.09706943  1.5020094  -0.78693783  1.098261  ]"
622,"[-0.2570642  -0.16513023  1.0889784  -1.1076806  -1.291864   -0.33759266
  0.14344929  1.2452146  -0.8648601   1.5465504 ]"
623,"[-0.15284272 -0.16821077  0.8767552  -1.1125233  -1.3539865   0.13905832
  0.1963759   0.92055225 -1.0848473   1.7396683 ]"
624,"[-0.23466115 -0.17365338  1.0807298  -1.1190656  -1.2636784  -0.4064026
  0.17747772  1.3336515  -0.8674439   1.4730455 ]"
625,"[-0.23963034 -0.1651488   0.9586096  -1.1238319  -1.4323357   0.0746389
  0.09315478  1.0391725  -0.8812494   1.6766212 ]"
626,"[-0.24585812 -0.17815995  1.0714287  -1.1188154  -1.4438624  -0.12628582
  0.05784241  1.4647839  -0.771031    1.2899584 ]"
627,"[-0.27974197 -0.17425309  1.1593376  -1.0557597  -1.3013847  -0.29131892
  0.09908873  1.347151   -0.9147748   1.4116559 ]"
628,"[-0.07227252  0.16781294 -0.3668642  -0.75054294 -0.7622438  -0.6832543
 -0.27509895  0.7237324   2.52326    -0.50452846]"
629,"[-0.30198738 -0.15627073  1.1279358  -1.1268162  -1.3103391  -0.51857936
  0.0655092   1.5166708  -0.5978541   1.3017316 ]"
630,"[-0.28001902  0.09787257 -0.88262904 -0.22017103  2.6708403  -0.10497347
  0.02363856 -0.8302915   0.02524533 -0.49951282]"
631,"[-0.18056948 -0.17176083  0.9509342  -1.1397966  -1.3157581  -0.12999634
  0.2062155   1.1322329  -0.98944944  1.6379488 ]"
632,"[-0.22832851 -0.1725215   1.0622973  -1.0972861  -1.3122941  -0.19936402
  0.15363784  1.2047931  -0.9654461   1.5545127 ]"
633,"[-0.35579208 -0.2621947  -0.12342071  2.7691216   0.03757571 -0.6625634
 -0.28537977 -0.11213158 -0.3004289  -0.7047859 ]"
634,"[ 0.15464777  0.10782199 -1.087023   -0.99931526 -0.51081246  1.4076658
  0.2961105  -1.2522911   0.19573377  1.6874622 ]"
635,"[-0.3921027  -0.17063959  1.3405159  -0.9086393  -1.505251   -0.16767438
 -0.18525055  1.475204   -0.6257125   1.1395495 ]"
636,"[-0.22283854 -0.17236245  1.0317066  -1.0726717  -1.3503729  -0.04792038
  0.12393737  1.0889413  -1.0093334   1.6309137 ]"
637,"[-0.2701794  -0.17548819  1.0849185  -1.0854102  -1.2872448  -0.37623522
  0.14225967  1.280977   -0.8496478   1.53605   ]"
638,"[-0.25644913 -0.17519613  0.94940746 -1.0823128  -1.2062321  -0.7231085
  0.23496169  1.428066   -0.68300754  1.5138708 ]"
639,"[-0.29551718 -0.17161033  1.1784596  -1.0723876  -1.2597057  -0.5206257
  0.11482791  1.411966   -0.7629455   1.3775376 ]"
640,"[-0.18091537 -0.16921486  0.88135624 -1.1535395  -1.3278723  -0.06797006
  0.21550071  0.9799337  -0.95212424  1.7748456 ]"
641,"[-0.24718407 -0.17362708  1.0479791  -1.1155124  -1.2923347  -0.3094715
  0.16906357  1.2569824  -0.88678324  1.5508873 ]"
642,"[ 0.2810933  -0.04104716 -0.79320586 -0.84758776 -0.80243367  0.8792227
  0.47001094 -0.901169   -0.4606407   2.215758  ]"
643,"[-0.23343498 -0.17387497  1.0643785  -1.1125282  -1.3021727  -0.27262643
  0.16314013  1.2570343  -0.9159861   1.5260717 ]"
644,"[-0.4874819   0.0133121   0.69413084 -0.42825007 -1.8194826   1.8089504
 -0.9568185   0.08866794  0.5394984   0.5474737 ]"
645,"[-0.34061077  0.3885933  -1.115225   -0.4019425   2.0566478  -0.23797524
 -0.10566542 -1.0368822   1.3022065  -0.5091465 ]"
646,"[-0.24700797 -0.17080905  1.0697731  -1.1008619  -1.2981491  -0.3088185
  0.1571315   1.2270552  -0.89236754  1.5640541 ]"
647,"[-3.4060192e-01  1.0376117e-03  5.5882424e-01 -8.8323128e-01
 -1.0002046e+00 -8.8661879e-01 -3.3070228e-01  1.8677784e+00
  1.4798268e+00 -4.6610904e-01]"
648,"[-0.28456995 -0.15795931  1.0832942  -1.1032609  -1.6275744   0.26013446
 -0.1087623   1.1717266  -0.643109    1.4100808 ]"
649,"[-0.6243507  -0.15204646  1.3917196  -0.7271637  -0.82491636 -0.8447586
 -0.28283828  2.088736    0.36477125 -0.38915214]"
650,"[-0.62370163 -0.2567521   1.1380932  -0.86907476 -0.9866985  -1.0408556
 -0.05352194  2.0070071   0.04977324  0.6357311 ]"
651,"[-0.24914551 -0.16492619  0.92916054 -1.1768634  -1.3320068  -0.40296298
  0.17087862  1.1304431  -0.63944536  1.7348676 ]"
652,"[-0.5373832  -0.13520516  1.3565123  -0.7541664  -0.929964   -0.9097504
 -0.32127196  2.0820565   0.34129483 -0.19212206]"
653,"[-0.2123883  -0.17526981  1.022436   -1.161163   -1.2940084  -0.26196587
  0.2033929   1.2916062  -0.9115788   1.49894   ]"
654,"[-0.31248164 -0.1666506   1.1301675  -1.0815368  -1.2283527  -0.68625677
  0.11467035  1.4697253  -0.6159349   1.3766502 ]"
655,"[-0.36006278  0.06728089  0.3885158  -0.83341694 -1.3491473  -0.25256404
 -0.63445187  1.4404505   1.8809769  -0.34758088]"
656,"[-0.1954716  -0.16749913  1.0221366  -1.1265913  -1.4271277   0.14086343
  0.10042209  1.0389291  -0.9744437   1.5887823 ]"
657,"[-0.37984252 -0.159656    1.3185257  -0.98408675 -1.396508   -0.3522869
 -0.11098716  1.6411804  -0.5798179   1.00348   ]"
658,"[-0.38093263 -0.16205359  1.1065274  -1.1041067  -1.4912311  -0.37698925
 -0.09762724  1.6399922  -0.25411564  1.1205367 ]"
659,"[-0.2539253  -0.1511717   0.9128985  -1.1184107  -1.5295657   0.20881648
  0.02384826  0.8349709  -0.72316504  1.7957044 ]"
660,"[-0.19664717 -0.17621209  1.0313834  -1.1119893  -1.3374307  -0.06639469
  0.16217035  1.1549782  -1.0204185   1.5605611 ]"
661,"[-0.3659276  -0.1662648   1.177787   -0.9798036  -1.116085   -0.9716312
  0.09047741  1.696484   -0.4615267   1.0964906 ]"
662,"[-0.3984025  -0.11938029  1.2924924  -0.986086   -1.3842263  -0.56745386
 -0.25131154  1.8946481  -0.02132635  0.5410463 ]"
663,"[-0.22181398  0.4576891  -0.94531006 -0.45220307  0.7264083  -0.34675163
 -0.07838932 -0.93703276  2.3980033  -0.6006    ]"
664,"[-0.21367668 -0.17106213  0.94579375 -1.153798   -1.2832679  -0.27398232
  0.21931945  1.1870469  -0.9017231   1.6453494 ]"
665,"[-0.20656806 -0.16166142  0.81617635 -1.2035751  -1.3660452  -0.09444294
  0.20370974  1.0801028  -0.818127    1.750431  ]"
666,"[-0.28707165 -0.1674905   1.1163987  -1.1168444  -1.2871196  -0.46564764
  0.10893795  1.4696172  -0.72287333  1.3520932 ]"
667,"[-0.2433113  -0.17170343  0.9676164  -1.1321701  -1.263921   -0.597151
  0.2035444   1.3754835  -0.6724995   1.5341122 ]"
668,"[-0.15643309 -0.17062625  0.82436603 -1.207856   -1.3407019  -0.23333788
  0.2504032   1.1288375  -0.81405133  1.7193998 ]"
669,"[-0.26930925 -0.16636053  1.0681002  -1.1198889  -1.2648796  -0.5817963
  0.15111007  1.4167873  -0.6758241   1.4420612 ]"
670,"[-0.28675297 -0.17368965  1.1531131  -1.0716339  -1.232028   -0.51120245
  0.13523957  1.4457811  -0.8192086   1.3603822 ]"
671,"[-0.2890103  -0.16618481  1.1005691  -1.0917072  -1.2355343  -0.58434045
  0.14212838  1.4247197  -0.72809565  1.4274555 ]"
672,"[-0.24100138 -0.17302501  1.0380425  -1.106696   -1.2743738  -0.3695557
  0.1767286   1.2673379  -0.8791307   1.5616729 ]"
673,"[-0.23541242 -0.1703184   1.0466964  -1.1072035  -1.2816145  -0.2958611
  0.1743834   1.2109121  -0.9258923   1.5843093 ]"
674,"[-0.2866536  -0.170359    1.1538222  -1.090114   -1.2334846  -0.5552889
  0.13189776  1.4374751  -0.7585159   1.3712208 ]"
675,"[-0.3006343  -0.16862918  0.9942074  -1.0597452  -1.1885028  -0.85272944
  0.18210472  1.5166153  -0.5390616   1.4163746 ]"
676,"[-0.16447417 -0.16547415  0.86927235 -1.1624609  -1.3348874  -0.0215148
  0.21397783  0.93366575 -0.9611297   1.7930256 ]"
677,"[-0.26814252 -0.1720434   1.1056242  -1.103663   -1.2539725  -0.4885591
  0.14817543  1.353917   -0.79238033  1.4710453 ]"
678,"[-0.44727284 -0.1293478   1.2175593  -1.0793384  -1.6022825  -0.25851187
 -0.25643012  1.4332967  -0.05192303  1.1742504 ]"
679,"[-0.26395527 -0.13173513  0.9069936  -1.2682581  -1.5716715  -0.16885825
 -0.00268193  1.5391871  -0.27857226  1.239551  ]"
680,"[-0.28399268 -0.16785865  1.0372777  -1.096049   -1.2243465  -0.68091106
  0.1821048   1.4402025  -0.6589162   1.4524888 ]"
681,"[-0.17018007 -0.16966462  0.89383334 -1.1542369  -1.3367447  -0.03523221
  0.2126418   1.0311599  -0.9865503   1.7149737 ]"
682,"[-0.29417217 -0.17348783  1.285268   -1.0190606  -1.4328586  -0.12572391
 -0.04193373  1.4245307  -0.8167171   1.1941538 ]"
683,"[-0.50982356  0.23376442 -0.5401218  -0.3315173  -0.08321222 -0.06797603
 -0.5415206  -0.60291433  2.7432706  -0.29994905]"
684,"[-0.443219   -0.12335326  1.3303576  -0.91510934 -1.4784526  -0.3512247
 -0.34916645  1.8823899  -0.00667814  0.45445645]"
685,"[-0.3731183  -0.15704255  1.4525228  -0.8888181  -1.3116406  -0.5455253
 -0.19188362  1.8380086  -0.40493792  0.5824357 ]"
686,"[-0.36559495 -0.16249444  1.3218182  -0.98723346 -1.3163524  -0.48880786
 -0.05293574  1.5814829  -0.6401526   1.1102705 ]"
687,"[-0.281841   -0.17021947  1.1155907  -1.0931764  -1.2686018  -0.40664902
  0.13758384  1.355648   -0.8416699   1.4533342 ]"
688,"[-0.5709334  -0.12241278  1.3568662  -0.865066   -1.1232613  -1.0072848
 -0.2370071   1.8282945   0.12539384  0.61541057]"
689,"[-0.38669536  0.41234857 -1.3071238  -0.6494237   1.9571725   0.16668567
  0.38554472 -1.2744876   0.9296451  -0.23366596]"
690,"[-0.5953315  -0.17742339  1.2711974  -0.842607   -0.9892771  -0.9958065
 -0.20636111  2.0374508   0.24922185  0.24893664]"
691,"[-0.21955946 -0.17100897  1.0334452  -1.0957527  -1.3073066  -0.18794204
  0.16227783  1.1803799  -0.9830678   1.588534  ]"
692,"[-0.23712964 -0.1734891   1.0966412  -1.0833775  -1.3338823  -0.22653486
  0.11970452  1.2812526  -0.9248842   1.4816996 ]"
693,"[-0.30624688 -0.16538349  1.1886449  -1.059854   -1.1978728  -0.74673796
  0.10615659  1.6289248  -0.59930366  1.1516716 ]"
694,"[-0.10368014 -0.09681493  0.5990007  -0.9881459  -1.5562407   1.3129226
 -0.0981131   0.02088234 -0.7848052   1.694996  ]"
695,"[-0.27671784 -0.1707979   1.1070851  -1.0910128  -1.2592338  -0.45109007
  0.13812228  1.4300702  -0.82237566  1.3959503 ]"
696,"[-0.1774506   0.26405153 -0.4757275  -0.5247792  -0.30674082 -0.6345178
  0.04634884 -0.40038168  2.7321188  -0.5229216 ]"
697,"[-0.39708632 -0.33231556 -0.05836162  2.7919393  -0.1176848  -0.54992455
 -0.3663937  -0.01498242 -0.36220536 -0.5929848 ]"
698,"[-0.28150317 -0.17218351  1.1011654  -1.0940106  -1.245365   -0.51279116
  0.15021428  1.3875227  -0.7840209   1.4509729 ]"
699,"[-0.1921691  -0.170658    0.9080324  -1.1577753  -1.2899338  -0.26156503
  0.22938663  1.1454725  -0.90163684  1.6908463 ]"
700,"[-0.25488228 -0.17383774  1.0266842  -1.1306709  -1.3001521  -0.3439356
  0.16870347  1.2776052  -0.82557386  1.5560603 ]"
701,"[-0.25860253 -0.17476119  0.95131624 -1.1558092  -1.2834901  -0.47395328
  0.201484    1.3932265  -0.7149539   1.5155435 ]"
702,"[-0.30066988 -0.16791803  1.261211   -1.0529274  -1.3990359  -0.15872656
 -0.02595937  1.4366915  -0.8092185   1.2165545 ]"
703,"[-0.44977155 -0.10818671  0.9377752  -1.0186477  -1.9086407   0.5730115
 -0.50997764  1.199437    0.21044247  1.0745562 ]"
704,"[-0.3041017   0.41881233 -1.0868713  -0.4151735   1.7426327  -0.2699783
 -0.14144608 -1.0365226   1.6815504  -0.5889018 ]"
705,"[-0.3094811   0.44742614 -0.9947285  -0.39104325  1.2140446  -0.25422958
 -0.26256898 -1.0017635   2.1446998  -0.59235567]"
706,"[-0.3462929  -0.13851438  0.6326936  -1.1289195  -1.2528402  -1.1003467
  0.13942932  1.7080503   0.31693792  1.1698022 ]"
707,"[-0.27662367  0.39204904 -1.1211218  -0.5682535   1.4899813  -0.40696004
  0.16976713 -1.0763671   1.8477551  -0.45022643]"
708,"[-0.22932787 -0.16490494  1.0639986  -1.1382658  -1.3001269  -0.35703203
  0.15660326  1.3418374  -0.83811027  1.4653294 ]"
709,"[ 0.01664017 -0.13369052  0.4919981  -0.7850005  -1.2768372   1.4748435
  0.06053584 -0.21200812 -1.2679641   1.6314843 ]"
710,"[-0.19660619 -0.12248384  0.5755402  -0.822579   -1.4919126   1.3215337
 -0.12964587 -0.02046804 -0.8900933   1.7767144 ]"
711,"[-0.37054998 -0.1478844   1.2166846  -1.0519834  -1.2002021  -0.79199874
  0.05128662  1.5559405  -0.49368158  1.2323891 ]"
712,"[-0.2650343  -0.16675691  1.1277784  -1.0822314  -1.3715197  -0.2363049
  0.06989284  1.3305842  -0.8368742   1.4304671 ]"
713,"[-0.265607   -0.16668063  1.1338248  -1.0826514  -1.3811653  -0.11820042
  0.06558174  1.3008894  -0.9035289   1.4175366 ]"
714,"[-0.2802396  -0.17162661  1.1363244  -1.065715   -1.3198003  -0.26484853
  0.09769537  1.2963928  -0.8971683   1.4689863 ]"
715,"[-0.227841   -0.14998062  0.8823728  -1.2807425  -1.4214636  -0.14607622
  0.14947143  1.2442846  -0.63022745  1.5802028 ]"
716,"[-0.19314262 -0.16857341  0.959398   -1.1742606  -1.3083794  -0.27580494
  0.21230751  1.1115239  -0.8496492   1.6865815 ]"
717,"[-0.16983207 -0.16731375  0.9153359  -1.128069   -1.3151828  -0.05973474
  0.20936553  0.99306405 -1.0187788   1.7411462 ]"
718,"[-0.3536086  -0.15664886  1.2105597  -1.0144218  -1.1727529  -0.8482286
  0.05712772  1.5587335  -0.5262438   1.245483  ]"
719,"[-0.16849543 -0.1720422   0.90919703 -1.0479809  -1.4810956   0.3970899
  0.06902324  0.8495222  -1.0435258   1.6883085 ]"
720,"[-0.23348385 -0.17036976  1.0037885  -1.1114055  -1.2940851  -0.30584884
  0.17780553  1.2021186  -0.89148146  1.622961  ]"
721,"[ 0.17141649 -0.08868063  0.52829653 -0.29168957 -0.709956   -2.1749027
  0.07475907  1.593512    0.9052073  -0.00796223]"
722,"[-0.26750055 -0.17083254  1.0476865  -1.1158987  -1.2492049  -0.62065357
  0.16949941  1.3706234  -0.6666728   1.5029528 ]"
723,"[-0.14960663 -0.09985023  0.5982583  -1.028964   -1.6902198   1.2368098
 -0.15199307  0.20126511 -0.5787781   1.6630794 ]"
724,"[-0.22079973 -0.17324121  0.9811924  -1.1151093  -1.3336669  -0.12613206
  0.17172396  1.1246313  -0.9556734   1.6470745 ]"
725,"[-0.24808332 -0.17314582  1.0560386  -1.1017529  -1.3028197  -0.26542467
  0.14887458  1.2844095  -0.91531193  1.5172153 ]"
726,"[-0.2632533  -0.17169972  1.0797071  -1.0997627  -1.2483481  -0.54090095
  0.1578202   1.3987577  -0.764569    1.4522494 ]"
727,"[-0.21877727 -0.17338197  0.91455406 -1.1431048  -1.2666196  -0.4961517
  0.24050993  1.2890182  -0.7655958   1.6195481 ]"
728,"[-0.33295316 -0.14994419  1.3133297  -1.0423226  -1.4337552  -0.27010095
 -0.11919152  1.6833816  -0.5373143   0.88887125]"
729,"[-0.51735026 -0.17862752  1.3071142  -0.8527442  -0.9997292  -0.9554818
 -0.15982653  2.057783   -0.00491162  0.3037741 ]"
730,"[-0.24424669 -0.17436568  1.0764204  -1.1230861  -1.2796103  -0.36947402
  0.1624788   1.3519164  -0.858024    1.4579923 ]"
731,"[-0.33077833  0.3918469  -1.1082346  -0.3913959   2.004805   -0.27033648
 -0.10174001 -1.0326307   1.3771343  -0.53867036]"
732,"[-0.13689639 -0.15823454  0.85052603 -1.1533798  -1.4110907   0.01850175
  0.18100858  0.8573334  -0.8821674   1.8343985 ]"
733,"[-0.23493415 -0.17329298  1.0619636  -1.0973375  -1.297513   -0.22285
  0.15615639  1.2347738  -0.965766    1.5387992 ]"
734,"[-0.12917079 -0.16988793  0.81812334 -1.124828   -1.3433667   0.12786135
  0.21987455  0.7928428  -1.0440133   1.852565  ]"
735,"[-0.37761378 -0.16881199  1.3376896  -0.9365853  -1.3071483  -0.4954403
 -0.05962569  1.606209   -0.6780327   1.0793589 ]"
736,"[-0.24561661 -0.17075385  0.98102564 -1.1374556  -1.2545799  -0.7018875
  0.2151      1.4005024  -0.58302665  1.4966918 ]"
737,"[-0.46764243 -0.09194776  1.0818754  -0.8473778  -1.8486664   0.29770237
 -0.6636872   1.5684509   0.5401154   0.43117788]"
738,"[-0.22770475 -0.17281091  0.9984455  -1.1285081  -1.2726272  -0.34280482
  0.19863015  1.2345934  -0.8872029   1.5999888 ]"
739,"[-0.41888958 -0.4094733   0.04424123  2.7825372  -0.2950779  -0.5009191
 -0.4353004   0.09887937 -0.42396915 -0.44202814]"
740,"[-0.2719649  -0.1748176   1.050915   -1.0789759  -1.2117832  -0.6865796
  0.18794043  1.4375129  -0.69983643  1.4475902 ]"
741,"[-0.2441867  -0.17444538  1.0694207  -1.1060785  -1.2703507  -0.34782615
  0.1711751   1.3084157  -0.90524715  1.4991237 ]"
742,"[-0.27977976 -0.16806614  1.1066003  -1.1097759  -1.2586682  -0.49900076
  0.14447121  1.3614942  -0.76277715  1.4655017 ]"
743,"[-0.23705454 -0.17624044  1.0431917  -1.1219264  -1.2844597  -0.32717103
  0.175765    1.3087     -0.8890701   1.5082655 ]"
744,"[-0.27511266 -0.1709496   1.0810212  -1.0866653  -1.2282562  -0.59553045
  0.16303101  1.4002069  -0.74876165  1.461016  ]"
745,"[-0.293554    0.42719483 -1.1449682  -0.48444062  1.7274139  -0.27939895
  0.04206144 -1.0674291   1.6335344  -0.5604139 ]"
746,"[-0.47389644 -0.14912127  1.2379588  -0.9680629  -1.1137402  -0.9834816
 -0.03354739  1.7415056  -0.2478023   0.99018687]"
747,"[-0.07948563  0.14526275 -0.7451854  -0.68558323 -0.57097495 -0.55850714
 -0.15169226 -0.6617014   2.4838316   0.8240356 ]"
748,"[-0.24447627 -0.16718167  1.0357425  -1.1301004  -1.2626067  -0.44842994
  0.18467233  1.2531343  -0.8060072   1.585254  ]"
749,"[-0.02807247 -0.05545198  0.08920538 -1.3095565  -1.5010239   0.96785945
  0.13079032 -0.03497742 -0.25835696  1.9995848 ]"
750,"[-0.28555366 -0.17046726  1.1991912  -1.0534226  -1.1970725  -0.7501752
  0.10998137  1.5952226  -0.6284377   1.1807332 ]"
751,"[-0.2716048  -0.16589166  1.0175698  -1.1534045  -1.2939171  -0.422945
  0.15522024  1.3867496  -0.7333016   1.4815254 ]"
752,"[-0.17976062 -0.17028667  1.0007411  -1.1338362  -1.32528    -0.10422677
  0.18725745  1.136295   -1.006344    1.5954409 ]"
753,"[-0.2714376  -0.16056532  0.99001837 -1.150104   -1.282229   -0.58818936
  0.16195112  1.2867221  -0.59121245  1.6050463 ]"
754,"[-0.19676346 -0.17511551  0.91801983 -1.1162771  -1.3374221  -0.07215671
  0.19024163  1.0577109  -0.9804472   1.7122086 ]"
755,"[-0.03046181 -0.15858668  0.6827949  -1.0739621  -1.343991    0.6555583
  0.23104137  0.5096356  -1.2633923   1.7913632 ]"
756,"[-0.24227038 -0.16336243  1.030498   -1.1757232  -1.4659925  -0.1745975
  0.05297896  1.2436327  -0.6344671   1.5293039 ]"
757,"[-0.22685364 -0.17326827  1.001137   -1.1001102  -1.3346379  -0.02859771
  0.15686573  1.0995973  -1.0212008   1.6270679 ]"
758,"[-0.18168302 -0.16568397  0.8804303  -1.1351798  -1.3610321   0.02600336
  0.18002076  0.89521736 -0.9506043   1.8125107 ]"
759,"[-0.24755663 -0.17487937  1.0424716  -1.1083786  -1.3049846  -0.20464745
  0.15751116  1.2057123  -0.9411974   1.5759484 ]"
