,embeddings
1022,"[ 1.1933345   1.8719783  -0.940668   -0.6693035   0.7105445   0.55303127
 -0.46203327 -0.8578845  -0.69352925 -0.70546955]"
1023,"[ 1.2068757   1.858223   -0.9668415  -0.6767611   0.6621812   0.55785114
 -0.31288537 -0.937217   -0.7386253  -0.65280116]"
1024,"[ 1.1900487   1.7441944  -1.0244523  -0.85907704  0.7537072   0.6562979
 -0.36855215 -1.0010693  -0.6505145  -0.44058296]"
1025,"[-0.7743598  -1.1900913   1.6470993   1.2991133  -0.74912536 -0.7319113
 -0.22217123  1.1493204  -0.10280822 -0.32506585]"
1026,"[ 1.1206475   1.8687781  -0.9452498  -0.69441605  0.7523094   0.57711977
 -0.34343848 -0.9424519  -0.68515074 -0.7081473 ]"
1027,"[ 1.1928816   1.8432733  -0.96379703 -0.68594     0.72040784  0.55795246
 -0.3474041  -0.9333802  -0.69710565 -0.6868882 ]"
1028,"[ 1.1522388   1.7972745  -1.0026925  -0.86218816  0.7810035   0.6185458
 -0.45832926 -0.95065427 -0.60463864 -0.47056004]"
1029,"[ 1.2209253   1.7855741  -0.96836597 -0.71462286  0.6400842   0.70351136
 -0.38461754 -0.95843816 -0.77365386 -0.55039686]"
1030,"[ 0.9423206   1.9800363  -0.8950338  -0.7130775   0.7473295   0.6419581
 -0.517338   -0.8950292  -0.71281725 -0.57834893]"
1031,"[-0.9185247  -1.0577059   1.5632927   1.2511479  -0.89105254 -0.8472472
 -0.17394611  1.2147791  -0.05217686 -0.0885664 ]"
1032,"[-0.8971328  -1.2209661   1.3063686   1.7985728  -0.452441   -0.41046083
 -0.30622184  0.9655494  -0.22290634 -0.56036186]"
1033,"[ 1.0300549   1.9340067  -0.9360945  -0.7748403   0.71859425  0.62518895
 -0.47596407 -0.91905594 -0.7040001  -0.49788907]"
1034,"[ 1.1357181   1.9114136  -0.9602965  -0.7401249   0.7022161   0.54389244
 -0.41177842 -0.8954256  -0.64056295 -0.64505184]"
1035,"[ 0.99754924  1.9166569  -0.9111461  -0.7356599   0.7517668   0.67799485
 -0.42712882 -0.9086604  -0.6676658  -0.6937069 ]"
1036,"[ 1.1306982   1.8744172  -0.94864506 -0.6833628   0.7482765   0.54058236
 -0.31172943 -0.92934114 -0.6137544  -0.80714166]"
1037,"[ 0.9740468   1.9124266  -0.9221488  -0.8046935   0.78107524  0.6856322
 -0.53629595 -0.8976027  -0.6721689  -0.5202708 ]"
1038,"[ 1.1344612   1.8691767  -0.9445164  -0.7397556   0.7491659   0.5848374
 -0.44219834 -0.9218662  -0.64221215 -0.6470924 ]"
1039,"[ 1.0344347   1.9422461  -0.9055291  -0.68996704  0.7388396   0.6042229
 -0.49045345 -0.89808625 -0.7435382  -0.5921706 ]"
1040,"[ 0.92141455  1.99152    -0.88736475 -0.7701539   0.75362545  0.6401122
 -0.5828082  -0.8769975  -0.66723883 -0.52210915]"
1041,"[ 1.0319718   1.9093221  -0.9422568  -0.7500307   0.74617255  0.652971
 -0.5521248  -0.892315   -0.7252607  -0.47844914]"
1042,"[-0.8907178  -1.1661762   1.4303313   1.4576988  -0.8063392  -0.7266277
 -0.2138995   1.1886001  -0.10482987 -0.16803998]"
1043,"[ 1.3203945   1.7560815  -1.0233247  -0.66278356  0.6712839   0.55540687
 -0.29929298 -0.94941276 -0.68594337 -0.68240947]"
1044,"[ 1.1627426   1.8774555  -1.0329776  -0.65573436  0.60655415  0.59520197
 -0.29206306 -0.98344326 -0.77156997 -0.5061666 ]"
1045,"[ 1.172635    1.7760903  -0.996627   -0.7958762   0.82184124  0.5991907
 -0.4108633  -0.94551843 -0.6350951  -0.58577615]"
1046,"[ 1.1289909   1.9231929  -0.95152104 -0.7280364   0.75262374  0.47447985
 -0.41421777 -0.87746894 -0.6173478  -0.69069487]"
1047,"[ 1.061218    1.8596349  -0.9509526  -0.73576355  0.7809863   0.6665412
 -0.46007603 -0.9269081  -0.70553076 -0.5891493 ]"
1048,"[ 1.0763837   1.9236535  -0.9485027  -0.68906474  0.7179796   0.5711423
 -0.3561356  -0.9249183  -0.64466614 -0.7258708 ]"
1049,"[ 1.2934986   1.7747177  -1.0302483  -0.73419595  0.6632895   0.5194206
 -0.22138888 -1.0129062  -0.68954754 -0.56264037]"
1050,"[ 0.9852032   1.7932534  -1.0258422  -0.85639066  0.7936776   0.7471538
 -0.76420295 -0.9162603  -0.63319063 -0.12340107]"
1051,"[ 1.0736443   1.8827889  -0.97166586 -0.7593483   0.7071606   0.6591498
 -0.43682018 -0.9392571  -0.740442   -0.47521007]"
1052,"[ 1.1371661   1.9259989  -1.084984   -0.6840852   0.58546764  0.52372974
 -0.2413848  -0.9691277  -0.71109533 -0.48168543]"
1053,"[-0.98659474 -0.91094875  1.491387    1.1576109  -0.98617566 -0.9599042
 -0.123153    1.3127415  -0.00369753  0.00873442]"
1054,"[ 1.1653478   1.8424064  -0.95638317 -0.7399372   0.76351935  0.5712542
 -0.42979398 -0.9281365  -0.6394278  -0.64885   ]"
1055,"[ 1.0358039   1.8806744  -0.91586727 -0.7166411   0.7644455   0.6891546
 -0.4755068  -0.92868006 -0.6886601  -0.64472413]"
1056,"[ 1.1971741   1.8161365  -0.968729   -0.6889481   0.7460702   0.58573043
 -0.3816708  -0.92185336 -0.65627223 -0.7276375 ]"
1057,"[ 1.2071875   1.7751201  -1.0084606  -0.76975405  0.76995337  0.6246766
 -0.45208073 -0.8999332  -0.5613673  -0.68534225]"
1058,"[ 1.0455139   1.8751947  -0.94907737 -0.7662264   0.73366845  0.6976631
 -0.43892333 -0.9401803  -0.70050573 -0.5571265 ]"
1059,"[ 1.0497987   1.8890473  -0.94011205 -0.7459422   0.7310268   0.6820188
 -0.5054371  -0.91414225 -0.72784466 -0.5184139 ]"
1060,"[ 1.1605414   1.817974   -0.9681733  -0.72547436  0.7661243   0.6062714
 -0.36183885 -0.9331985  -0.6685834  -0.6936425 ]"
1061,"[ 1.1369458   0.9190797  -1.0741459  -0.53261274  1.2123762   1.2511495
 -0.43053216 -1.0655007  -0.8896204  -0.52713925]"
1062,"[ 0.9925839   1.9195166  -0.9332045  -0.78399146  0.72041655  0.70050895
 -0.575311   -0.89871085 -0.720037   -0.4217704 ]"
1063,"[ 1.1643574   1.7082266  -1.0304602  -0.82912344  0.811027    0.72552174
 -0.43741378 -0.97930145 -0.5860944  -0.5467389 ]"
1064,"[ 1.1750377   1.7874302  -0.97445387 -0.74531764  0.74667174  0.6772481
 -0.4439311  -0.9358496  -0.6771469  -0.6096888 ]"
1065,"[-0.9607518  -0.96091074  1.5130767   1.1948826  -0.9536761  -0.9216847
 -0.13937482  1.2869428  -0.02212902 -0.03637487]"
1066,"[ 1.2027358   1.8219174  -1.0376889  -0.86311513  0.7060414   0.5531118
 -0.4625921  -0.93194443 -0.62988985 -0.3585764 ]"
1067,"[ 1.090664    1.9400475  -0.9269497  -0.70439076  0.73749024  0.5181236
 -0.42460445 -0.907023   -0.6740142  -0.64934397]"
1068,"[ 1.1004294   1.9434884  -0.95337677 -0.69893134  0.68154824  0.55943215
 -0.44236574 -0.89275223 -0.6847517  -0.6127197 ]"
1069,"[-0.89896464 -1.1299996   1.4763144   1.4819865  -0.7916593  -0.69806075
 -0.22085983  1.1431826  -0.1361581  -0.22578114]"
1070,"[-0.97734684 -0.9783418   1.4547124   1.2598488  -0.95051414 -0.9100695
 -0.14023559  1.2775658  -0.0230369  -0.01258245]"
1071,"[ 1.0710529   1.9129244  -0.9161656  -0.7131793   0.78330266  0.5595301
 -0.449079   -0.89302105 -0.65238875 -0.7029755 ]"
1072,"[-0.81656224 -1.2066953   1.438014    1.5667602  -0.69533736 -0.6128992
 -0.25266424  1.1250296  -0.18074313 -0.36490235]"
1073,"[ 1.121539    1.8823413  -0.9933598  -0.6918046   0.72664165  0.58406526
 -0.39951986 -0.9209384  -0.65263784 -0.65632683]"
1074,"[ 1.0258894   1.9029093  -0.90441394 -0.7070042   0.7489729   0.6705658
 -0.43327734 -0.9260169  -0.73289776 -0.6447268 ]"
1075,"[ 1.1035831  1.8516365 -0.990518  -0.755709   0.7673392  0.5910925
 -0.3313032 -0.9821999 -0.6622209 -0.5917016]"
1076,"[ 1.0573549   1.9335604  -0.9192076  -0.690894    0.7366113   0.597137
 -0.49639308 -0.8866386  -0.7037013  -0.6278289 ]"
1077,"[ 1.3559734   1.590667   -1.043884   -0.81924105  0.7977596   0.63585275
 -0.35460395 -1.0217433  -0.6380007  -0.50278   ]"
1078,"[ 0.9608167   1.907103   -0.92720497 -0.80028284  0.7954729   0.69531107
 -0.5310688  -0.9083137  -0.6511046  -0.54072917]"
1079,"[ 1.064125    1.8775415  -0.9268243  -0.76567894  0.7601138   0.6595904
 -0.4931674  -0.9130321  -0.7033365  -0.5593322 ]"
1080,"[ 0.9345954   1.953086   -0.9051968  -0.75285876  0.7721152   0.668718
 -0.501804   -0.9110941  -0.69889915 -0.55866224]"
1081,"[ 1.0965276   1.8162056  -1.0006883  -0.8570447   0.7302536   0.69675756
 -0.41761717 -0.97801197 -0.6512571  -0.43512514]"
1082,"[ 1.1377249   1.8816855  -0.94077927 -0.62449193  0.7491987   0.5429756
 -0.3836576  -0.90222347 -0.6752941  -0.7851386 ]"
1083,"[ 1.1824291   1.8002696  -0.9659723  -0.68762255  0.7289631   0.6429386
 -0.3380218  -0.9385415  -0.69534206 -0.72910005]"
1084,"[ 1.2126311   1.8255472  -0.9839855  -0.672344    0.7400479   0.5155406
 -0.29359072 -0.93113613 -0.6286024  -0.7841079 ]"
1085,"[-0.9578039  -1.0298878   1.5022897   1.2538197  -0.92983943 -0.8786033
 -0.1530184   1.2376784  -0.03235779 -0.01227705]"
1086,"[ 1.0536941   1.8949728  -0.92078346 -0.761351    0.7592621   0.636908
 -0.4682721  -0.93301404 -0.6743003  -0.58711535]"
1087,"[ 1.106596    1.757684   -0.9909144  -0.87730205  0.7341909   0.779173
 -0.48324376 -0.98233294 -0.671858   -0.37199244]"
1088,"[ 1.1506253   1.9170839  -0.9829397  -0.6199327   0.68960613  0.49167106
 -0.33320788 -0.9293547  -0.7165951  -0.66695666]"
1089,"[ 1.084559    1.8675208  -0.9335887  -0.61394626  0.79080606  0.59987783
 -0.39574033 -0.8962486  -0.67219436 -0.8310447 ]"
1090,"[ 1.0846598   1.8711942  -0.98389477 -0.7417771   0.72158694  0.64714515
 -0.3730271  -0.9407968  -0.72740626 -0.5576833 ]"
1091,"[ 1.1062443   1.8806472  -0.91472906 -0.6885545   0.79053134  0.54853284
 -0.39118433 -0.9051397  -0.63196903 -0.7943783 ]"
1092,"[ 1.1861023   1.7857504  -0.93372613 -0.64421505  0.7876425   0.6017798
 -0.3531699  -0.9207704  -0.64699674 -0.8623965 ]"
1093,"[ 1.1180414   1.8477697  -0.90737367 -0.6244735   0.77936     0.61134225
 -0.40181348 -0.90211403 -0.6906948  -0.83004373]"
1094,"[ 1.1440878   1.845647   -0.94272923 -0.73143893  0.77374566  0.5852158
 -0.40422708 -0.9164764  -0.6762624  -0.67756236]"
1095,"[ 1.0508608   1.7601006  -1.0102419  -0.8931528   0.8028542   0.7573878
 -0.6312467  -0.9561541  -0.61478007 -0.26562685]"
1096,"[ 1.212167    1.7752004  -0.99125004 -0.7881116   0.70470977  0.6423564
 -0.36608824 -0.98915946 -0.73055667 -0.46926707]"
1097,"[ 1.3584201   0.24636355 -0.3322199   0.30710083  1.2711271   0.3790017
  0.4097961  -0.68420434 -1.2260058  -1.7293795 ]"
1098,"[ 1.0714523   1.9142153  -0.9281364  -0.7427446   0.70800215  0.62762165
 -0.47443175 -0.92831206 -0.7083953  -0.53927135]"
1099,"[-0.8766339  -1.1450434   1.4985071   1.4032719  -0.8129472  -0.74244356
 -0.20753123  1.1842436  -0.11426077 -0.18716258]"
1100,"[ 1.0744454   1.8685377  -0.9403877  -0.7357887   0.7571969   0.65185004
 -0.40511158 -0.9338378  -0.65542287 -0.68148154]"
1101,"[ 1.024602    1.9070867  -0.9311424  -0.75232375  0.7199883   0.69248503
 -0.49338788 -0.92066854 -0.70745724 -0.5391825 ]"
1102,"[-0.9890065  -0.914848    1.4852518   1.1748539  -0.9828021  -0.95634013
 -0.12386209  1.3049026  -0.00473881  0.00658952]"
1103,"[-0.9979952  -0.91380686  1.4781214   1.1877172  -0.97745425 -0.9382952
 -0.1297741   1.311706   -0.01279874 -0.00742018]"
1104,"[-0.9511848  -0.99444973  1.4989257   1.2114011  -0.94725883 -0.91870743
 -0.1410537   1.2768021  -0.01510044 -0.01937397]"
1105,"[ 1.0199583   1.8549957  -1.0064076  -0.87325     0.7976203   0.6633353
 -0.55584884 -0.930585   -0.5893409  -0.3804775 ]"
1106,"[ 1.078893    1.8978205  -0.9566592  -0.7073148   0.7676485   0.5873416
 -0.45432854 -0.9076215  -0.6829106  -0.6228683 ]"
1107,"[ 1.2663238   1.704151   -1.0384799  -0.80377215  0.7723455   0.58970785
 -0.32016057 -1.0210449  -0.67022127 -0.47885045]"
1108,"[-0.9891479  -0.88297737  1.4859924   1.134716   -1.0006047  -0.99150383
 -0.11116306  1.3225013   0.01398463  0.01820287]"
1109,"[ 1.0716783   1.9251341  -0.954766   -0.7769044   0.66977423  0.6308423
 -0.48160183 -0.9133818  -0.71204257 -0.45873237]"
1110,"[ 1.0636945   1.8670375  -0.9166282  -0.6932236   0.73604804  0.6985078
 -0.419554   -0.9298141  -0.74295205 -0.6631151 ]"
1111,"[ 1.2265182   1.8247988  -0.95414084 -0.6360251   0.7229225   0.5461347
 -0.36013755 -0.9067511  -0.67074215 -0.79257745]"
1112,"[ 1.1217531   1.9340947  -1.0638909  -0.5941721   0.7100992   0.4177967
 -0.24607141 -0.92839575 -0.64485335 -0.7063594 ]"
1113,"[ 1.145853    1.8897872  -0.9634672  -0.7439325   0.72414684  0.5401023
 -0.4023266  -0.9234513  -0.6558705  -0.61084116]"
1114,"[ 1.2100035   1.8204515  -0.96965057 -0.731712    0.7055307   0.5893136
 -0.34894764 -0.94480205 -0.697069   -0.6331177 ]"
1115,"[-0.7757437  -1.2706139   1.4760971   1.6990026  -0.454386   -0.40652147
 -0.3245239   0.8979694  -0.21936719 -0.6219129 ]"
1116,"[ 1.2164361   1.8467267  -1.004413   -0.543392    0.74689955  0.4281383
 -0.25890398 -0.89836496 -0.67917806 -0.8539494 ]"
1117,"[-0.9877509  -0.90179086  1.5033092   1.1428342  -0.9893648  -0.969705
 -0.12042302  1.3081628   0.00280322  0.01192499]"
1118,"[ 1.0815202   1.8692415  -0.92360234 -0.74429077  0.7483701   0.6635805
 -0.46852985 -0.93213844 -0.68598485 -0.60816634]"
1119,"[ 0.6980803   1.2669108  -0.74599725 -0.7783396   1.1656213   1.4383222
 -0.74998325 -0.7683347  -0.7748706  -0.7514085 ]"
1120,"[ 1.1636335   1.710108   -1.007763   -0.83551943  0.75887674  0.75460124
 -0.4502939  -1.0066549  -0.7102301  -0.37675762]"
1121,"[ 0.91856     1.952725   -0.893747   -0.7349939   0.79819846  0.6786092
 -0.5704631  -0.8757763  -0.67935085 -0.5937612 ]"
1122,"[ 1.1369311   1.896999   -0.9795606  -0.64585143  0.69191426  0.56659496
 -0.35827997 -0.9040583  -0.6958966  -0.70879245]"
1123,"[ 1.2762475   1.7716603  -0.95691013 -0.6002712   0.73253596  0.53433543
 -0.31075954 -0.92252153 -0.65058494 -0.87373173]"
1124,"[-0.987162   -1.0080116   1.4746518   1.3243399  -0.91668695 -0.8337057
 -0.16780469  1.2291465  -0.0539209  -0.06084621]"
1125,"[ 1.0401417   1.9165988  -0.9440189  -0.7505349   0.76171553  0.60283345
 -0.4444686  -0.9211193  -0.68254167 -0.5786056 ]"
1126,"[ 1.1670359   1.9018527  -0.988636   -0.63137573  0.7006577   0.46971065
 -0.28296423 -0.929139   -0.70203453 -0.7051072 ]"
1127,"[ 1.1035197   1.8966202  -0.97510284 -0.6531772   0.77797604  0.5187119
 -0.35585618 -0.88978386 -0.67525995 -0.7476477 ]"
1128,"[ 1.046476    1.881311   -0.9160186  -0.69068223  0.8102479   0.6250343
 -0.4532299  -0.9039817  -0.72001284 -0.67914385]"
1129,"[ 1.2758843   1.6403927  -1.0460528  -0.8921143   0.7548741   0.682891
 -0.3763204  -1.026733   -0.6584976  -0.35432348]"
1130,"[ 1.3204622  1.726359  -1.0766314 -0.8325039  0.7058908  0.5060931
 -0.2850849 -1.00753   -0.6133278 -0.4437265]"
1131,"[ 1.2248007   1.8013672  -1.0039214  -0.76281774  0.69169027  0.5963473
 -0.36183232 -0.96927565 -0.71050894 -0.50584954]"
1132,"[ 1.0495864   1.8940768  -0.9037013  -0.62862027  0.79551905  0.61525804
 -0.45993784 -0.87828857 -0.69890374 -0.784989  ]"
1133,"[ 1.053698    1.9175133  -0.94773644 -0.74077326  0.7315764   0.63084227
 -0.49723285 -0.88364094 -0.6846955  -0.57955086]"
1134,"[ 1.1204604  -0.668396   -0.67933106  0.02265697  1.6820295   1.376349
 -0.7004436  -0.6323523  -0.58009475 -0.9408776 ]"
1135,"[ 0.93625474  1.9825753  -0.8699633  -0.67287636  0.773886    0.635138
 -0.5688791  -0.85363704 -0.6954794  -0.66701823]"
1136,"[ 1.0294089   1.9277532  -0.93005455 -0.7575978   0.7196556   0.6506552
 -0.51342875 -0.9020199  -0.70460016 -0.51977086]"
1137,"[ 1.274411    1.7974768  -1.0047512  -0.72174305  0.75174475  0.4618974
 -0.30159357 -0.9222161  -0.6276687  -0.7075569 ]"
1138,"[-0.971258   -0.91525584  1.4676563   1.1543365  -0.9847338  -0.97637945
 -0.11725809  1.3400066   0.00728653 -0.00440036]"
1139,"[ 1.0159801  1.9230249 -0.9346399 -0.7385008  0.7999159  0.5971672
 -0.5019803 -0.8895376 -0.6732765 -0.5981533]"
1140,"[ 1.161122    1.852434   -0.9840941  -0.7680309   0.76019204  0.5289125
 -0.40161145 -0.95059973 -0.7026257  -0.49569812]"
1141,"[ 1.1815262   1.8299373  -0.9529728  -0.6131131   0.7351122   0.58950967
 -0.35877588 -0.9066716  -0.73307365 -0.7714781 ]"
1142,"[ 1.0248468   1.8853087  -0.91418093 -0.7514735   0.78122115  0.6822845
 -0.5113134  -0.9091724  -0.67655545 -0.610965  ]"
1143,"[ 1.223842    1.8688672  -1.051635   -0.6178862   0.67209744  0.4664999
 -0.28407794 -0.92484504 -0.7022377  -0.65062463]"
1144,"[ 0.26198468  0.89586323 -1.1299187  -0.6041412   1.1690685   1.3689452
 -0.28956366 -1.347023   -0.9673304   0.64211464]"
1145,"[ 0.96902454  1.9105681  -0.91402525 -0.77794415  0.7975696   0.6868448
 -0.52873635 -0.8936524  -0.6649613  -0.58468753]"
1146,"[ 1.1652106   1.8590137  -0.96273893 -0.64921093  0.7441869   0.5208272
 -0.29589435 -0.92148846 -0.6572207  -0.80268484]"
1147,"[ 1.0503175   1.9184341  -0.96755916 -0.812718    0.72700906  0.6041227
 -0.42812315 -0.91607195 -0.6682783  -0.50713235]"
1148,"[ 1.14761     1.8685521  -0.9809391  -0.7535775   0.7079976   0.57779145
 -0.3591386  -0.9432443  -0.69340485 -0.57164615]"
1149,"[-0.91688323 -1.065117    1.4890879   1.1584944  -0.96696395 -0.99852556
 -0.10496791  1.2267952   0.11535945  0.06272057]"
1150,"[ 1.1081666   1.7707919  -0.9696573  -0.74876815  0.7883593   0.7431946
 -0.46750435 -0.95496094 -0.7467148  -0.5229068 ]"
1151,"[ 1.0904936   1.8685045  -0.93125623 -0.7391679   0.7896948   0.602167
 -0.4182052  -0.9031914  -0.6268852  -0.7321541 ]"
1152,"[ 0.97508687  1.9395398  -0.8882863  -0.7034163   0.75693464  0.67504174
 -0.539721   -0.90236765 -0.7180883  -0.59472376]"
1153,"[ 1.0819734   1.874935   -0.91550684 -0.7006401   0.74448884  0.667838
 -0.47531155 -0.89828986 -0.7018891  -0.67759764]"
1154,"[ 1.1236379   1.9470227  -0.9267757  -0.6754276   0.6946958   0.50218004
 -0.4222684  -0.9056464  -0.7122255  -0.62519294]"
1155,"[ 1.1147605   1.9059819  -0.95762    -0.65606385  0.71571255  0.55865794
 -0.377319   -0.92169684 -0.74275714 -0.63965636]"
1156,"[-0.2723022  -1.7688457   2.1549258   0.68306273 -0.3014424  -0.45787492
 -0.2819702   0.47333035  0.05362829 -0.28251195]"
1157,"[ 1.2481225   1.7991979  -0.9906939  -0.7404318   0.702389    0.5685819
 -0.36236027 -0.96371585 -0.67238545 -0.5887043 ]"
1158,"[ 1.04572     1.9272228  -0.9411995  -0.7110496   0.71243066  0.6303145
 -0.44542453 -0.9101558  -0.7374386  -0.5704195 ]"
1159,"[ 1.0123388   1.8954084  -0.94275534 -0.79987735  0.7513505   0.6907333
 -0.51304275 -0.9108864  -0.69006264 -0.49320617]"
1160,"[ 1.1201768   1.7829963  -1.018407   -0.8828098   0.76685846  0.69283533
 -0.5505086  -0.9513818  -0.5597964  -0.3999625 ]"
1161,"[ 1.0544885   1.965189   -1.0031271  -0.6478409   0.6660286   0.54518765
 -0.32225493 -0.93830603 -0.70802367 -0.6113405 ]"
1162,"[ 1.0435239   1.9286599  -0.9544605  -0.70468056  0.75043046  0.6046255
 -0.4988619  -0.87751555 -0.67646635 -0.61525434]"
1163,"[-0.9799117  -0.94626904  1.5024862   1.1817867  -0.96817774 -0.9306817
 -0.13145714  1.2919898  -0.01234842 -0.00741697]"
1164,"[ 1.1670502   1.8472432  -1.0000354  -0.72929335  0.68449134  0.59358203
 -0.28771222 -0.9648413  -0.67099446 -0.6394904 ]"
1165,"[ 1.0770404   1.8856686  -0.9423829  -0.7762358   0.7359893   0.6464915
 -0.48068312 -0.91874754 -0.6678333  -0.55930746]"
1166,"[ 1.1810513   1.8103575  -1.0031565  -0.75450987  0.72557783  0.597048
 -0.2890543  -0.97458726 -0.6573629  -0.6353641 ]"
1167,"[ 1.3103442   1.7721275  -1.0299206  -0.72529656  0.6737566   0.5216527
 -0.2839665  -0.9637173  -0.69883734 -0.5761428 ]"
1168,"[ 1.1139348   1.8767582  -0.922318   -0.718995    0.7410155   0.60708725
 -0.41929695 -0.93112093 -0.7014124  -0.6456533 ]"
1169,"[ 1.0976202   1.9078833  -0.9335174  -0.64650416  0.8086628   0.510086
 -0.48805016 -0.8393859  -0.6571611  -0.75963324]"
1170,"[-0.97944814 -0.93706423  1.4464172   1.179097   -0.9855638  -0.97270256
 -0.11752739  1.3219072   0.00737158  0.03751319]"
1171,"[ 1.1000714   1.8791466  -0.92409146 -0.6864636   0.70586216  0.66372883
 -0.42781672 -0.9166855  -0.7034076  -0.69034433]"
1172,"[ 1.104095    1.8752187  -0.91935885 -0.7178715   0.72825176  0.6390477
 -0.4207825  -0.9292963  -0.69881725 -0.66048574]"
1173,"[ 1.1363822   1.85586    -0.9500166  -0.7197877   0.757634    0.5923479
 -0.40540928 -0.9199795  -0.651819   -0.6952122 ]"
1174,"[ 1.1066432   1.9203806  -0.96576804 -0.7171997   0.735468    0.52963567
 -0.41197306 -0.8952756  -0.6619495  -0.63996196]"
1175,"[ 1.2470744   1.8494245  -1.094024   -0.6280207   0.66727424  0.36692446
 -0.09560835 -0.9711318  -0.65298724 -0.68892515]"
1176,"[ 1.1360106   1.8756596  -0.9529346  -0.70315343  0.7447345   0.5684724
 -0.40510818 -0.9152786  -0.6825519  -0.6658496 ]"
1177,"[ 1.2325121   1.8308182  -1.0121354  -0.6957857   0.6924392   0.49475923
 -0.23314    -0.9683484  -0.6212139  -0.7199063 ]"
1178,"[ 1.1083928   1.8389772  -0.9319507  -0.6994223   0.8087201   0.60557073
 -0.3987139  -0.9186696  -0.6354374  -0.77746606]"
1179,"[ 1.0371381   1.9276828  -0.9265868  -0.7093721   0.7104372   0.6536372
 -0.50299346 -0.9007885  -0.7427284  -0.54642576]"
1180,"[-0.73478955 -1.276491    1.5404924   1.581244   -0.5429575  -0.5008724
 -0.3056975   0.9932956  -0.22379012 -0.53043395]"
1181,"[ 1.2258673   1.8112092  -0.9876049  -0.6963764   0.6794089   0.6089269
 -0.35511628 -0.9516015  -0.69648075 -0.63823193]"
1182,"[ 1.1596557   1.8568313  -0.98279995 -0.7447264   0.7344308   0.58719313
 -0.45271352 -0.8933258  -0.6232883  -0.6412566 ]"
1183,"[ 0.92619365  1.9456725  -0.9051658  -0.7863511   0.78065103  0.6747305
 -0.46459597 -0.9187927  -0.696752   -0.55558944]"
1184,"[ 1.051031    1.9079765  -0.9481222  -0.76060975  0.7716899   0.60020196
 -0.4551373  -0.89942896 -0.66712046 -0.60047996]"
1185,"[ 1.2378719   1.7914284  -0.9761384  -0.75347835  0.7233892   0.5848247
 -0.35307324 -0.9368788  -0.68791616 -0.63003063]"
1186,"[ 1.1280326   1.8748717  -0.94609314 -0.66311634  0.74147     0.5841735
 -0.3892409  -0.9057917  -0.72349834 -0.70080703]"
